,Wilderness_Area4,Wilderness_Area1,Subalpine_Climate,Alpine_Climate,binned_elevation,Wilderness_Area3,Road-Fire,Montane_Climate,Lower_Montane_Climate,Horizontal_Distance_To_Roadways_x_Horizontal_Distance_To_Fire_Points,Elevation_x_Horizontal_Distance_To_Roadways,Sqr_Horizontal_Distance_To_Roadways,Road-Hydro,Road+Fire+Hydro,Road+Fire,Horizontal_Distance_To_Roadways,Hillshade_9am_x_Hillshade_Noon,Elevation_x_Hillshade_Noon,Elevation_x_Hillshade_9am,Ele-hydro,Ele+road,Ele+hydro,Ele+fire,Ele+Road+Fire+Hydro,sqr_Horizontal_Distance_To_firepoints,sqr_Distance_To_Hydrology,Road+Hydro,Igneus_and_Metamorphic_Soil,Horizontal_Distance_To_Roadways_x_Hillshade_9am,Horizontal_Distance_To_Hydrology_x_Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Glacial_Soil,Ele-road,Ele-fire
17,0,1,0,0,50,0,5012,0,0,3336165,1497615,24.392621835300936,510,6287,6202,595,51756,571359,573876,2432,3112,2602,8124,8804,74.8799038460921,9.231007614073922,680,1,135660,11305,5607,0,1922,3090
18,0,1,0,0,50,0,4881,0,0,3850252,1730264,26.28687885618983,596,6358,6263,691,49648,580928,535856,2409,3195,2599,8076,8862,74.64583042608609,9.753537202071987,786,1,147874,14820,5572,0,1813,3068
19,0,1,0,0,50,0,4814,0,0,4116255,1854723,27.2213151776324,656,6381,6296,741,50160,570684,550660,2418,3244,2588,8058,8884,74.53187237685633,9.251281740554573,826,1,163020,12240,5555,0,1762,3052
20,0,1,0,0,50,0,4780,0,0,4254549,1918267,27.694764848252458,707,6374,6314,767,51290,557723,575230,2441,3268,2561,8048,8875,74.47818472546173,7.780166052320878,827,1,176410,7560,5547,0,1734,3046
21,0,1,1,0,57,0,663,0,0,21554478,14359680,70.61161377563892,4770,9525,9309,4986,52118,728640,593280,2664,7866,3096,7203,12405,65.74952471311104,14.767307884128202,5202,1,1027116,38664,4323,0,2106,1443
22,0,1,1,0,55,0,2633,0,0,19940508,9242352,57.784080852774665,3147,9503,9311,3339,52668,578512,697536,2576,6107,2960,8740,12271,77.27871634544663,14.449131233822257,3531,1,841428,13632,5972,0,571,3204
23,0,1,0,0,50,0,4931,0,0,3553022,1602018,25.25866188063018,514,6331,6207,638,49950,557442,564975,2387,3149,2635,8080,8842,74.62573282722254,11.135528725660043,762,1,143550,16120,5569,0,1873,3058
24,0,1,0,0,50,0,4802,0,0,4050888,1835124,27.055498516937366,612,6386,6266,732,47515,554047,539005,2387,3239,2627,8041,8893,74.39085965358916,10.991537949000206,852,1,157380,17160,5534,0,1775,3027
25,0,1,0,0,49,0,4634,0,0,4724840,2143120,29.32575659723036,860,6354,6354,860,54273,590604,570668,2492,3352,2492,7986,8846,74.1215218408257,0.0,860,1,196940,0,5494,0,1632,3002
26,0,1,0,0,49,0,4637,0,0,4657614,2113161,29.13760456866693,819,6365,6335,849,55890,604827,572470,2459,3338,2519,7975,8854,74.06753674856482,5.501408174353464,879,1,195270,4350,5486,0,1640,2997
27,0,1,1,0,59,0,2521,0,0,20084820,17523192,76.91553809211764,5593,9634,9311,5916,56640,699032,710880,2639,8878,3285,6357,12596,58.26662852782886,17.994939567361946,6239,1,1419840,38760,3395,0,2954,433
28,0,1,0,0,56,0,1973,1,0,20709810,10316370,60.58052492344384,3458,9525,9313,3670,52360,669018,618420,2599,6481,3023,8454,12336,75.11990415329349,14.632570524736149,3882,1,807400,32648,5643,0,859,2832
29,0,1,1,0,54,0,2752,0,0,19794273,8986659,57.28001396647874,3154,9441,9314,3281,53130,575190,692967,2612,6020,2866,8772,12180,77.67238891652555,11.730959300683235,3408,1,830093,9017,6033,0,542,3294
30,0,1,1,0,54,0,2932,0,0,19538493,8625273,56.4889369699944,3124,9381,9314,3191,51054,543303,686562,2636,5894,2770,8826,12084,78.24960063795854,8.499160266369426,3258,1,810514,3484,6123,0,488,3420
31,0,1,0,0,50,0,4974,0,0,3313555,1500590,24.392621835300936,475,6284,6164,595,53823,582582,587626,2402,3117,2642,8091,8806,74.62573282722254,10.954641326594459,715,1,138635,15600,5569,0,1927,3047
32,0,1,0,0,50,0,4943,0,0,3424344,1551704,24.819347291981714,492,6299,6175,616,53590,586927,579370,2395,3135,2643,8078,8818,74.55870170543476,11.138424455647513,740,1,141680,16988,5559,0,1903,3040
33,0,1,0,0,50,0,4883,0,0,3645978,1655528,25.65151067676132,508,6349,6199,658,49032,571132,543456,2366,3174,2666,8057,8865,74.43789357578571,12.24962545775264,808,1,142128,22050,5541,0,1858,3025
34,0,1,0,0,50,0,4852,0,0,3761760,1710200,26.076809620810597,518,6374,6212,680,48620,553300,555815,2353,3195,2677,8047,8889,74.3774159271482,12.729861554299685,842,1,150280,21546,5532,0,1835,3017
35,0,1,1,0,58,0,1084,0,0,21393885,15077100,72.10409142344143,4957,9556,9314,5199,43095,565500,640900,2658,8099,3142,7015,12456,64.1482657598785,15.58284440963789,5441,1,1148979,24200,4115,0,2299,1215
36,0,1,1,0,54,0,2870,0,0,19647056,8733816,56.78027826631356,3157,9385,9318,3224,52371,560763,685377,2642,5933,2776,8803,12094,78.06407624509497,8.416522024785497,3291,1,815672,4087,6094,0,515,3385
37,0,1,0,0,50,0,4772,0,0,3966668,1812942,26.870057685088806,540,6398,6216,722,52899,575019,580041,2329,3233,2693,8005,8909,74.1215218408257,13.523606909196573,904,1,166782,23842,5494,0,1789,2983
38,0,1,1,0,54,0,2689,0,0,19912580,9115684,57.584720195551874,3192,9445,9321,3316,46116,503067,692748,2625,6065,2873,8754,12194,77.4919350642375,11.612569503520847,3440,1,835632,4464,6005,0,567,3256
39,0,1,1,0,53,0,2988,0,0,19492885,8506562,56.27610505356603,3167,9322,9322,3167,43800,588234,537200,2686,5853,2686,8841,12008,78.45380806563821,0.0,3167,1,633400,0,6155,0,481,3469
40,0,1,1,0,53,0,4757,0,0,14363888,5657104,45.78209256903839,2096,8949,8949,2096,49842,631566,574887,2699,4795,2699,9552,11648,82.78284846512591,0.0,2096,0,446448,0,6853,0,603,4154
41,0,1,1,0,51,0,5414,0,0,1901595,850670,18.193405398660254,331,6076,6076,331,50525,603950,552550,2570,2901,2570,8315,8646,75.79577824654879,0.0,331,1,71165,0,5745,0,2239,3175
42,0,1,0,0,50,0,4975,0,0,3203504,1461541,24.020824298928627,427,6279,6129,577,51290,564859,582590,2383,3110,2683,8085,8812,74.51174404078863,12.248673275118406,727,1,132710,18900,5552,0,1956,3019
43,0,1,0,0,54,0,3045,0,0,19430226,8490123,56.04462507680822,3111,9357,9327,3141,28762,532491,394638,2673,5844,2733,8889,12060,78.65112840894274,5.8721273231371045,3171,0,458586,5520,6186,0,438,3483
44,0,1,0,0,53,0,4886,1,0,10866360,4445480,40.74309757492672,1565,8301,8206,1660,54044,632008,613262,2583,4338,2773,9224,10979,80.90735442467513,9.886585106410566,1755,1,380140,13395,6546,0,1018,3868
45,0,1,0,0,50,0,4818,0,0,3652344,1684314,25.80697580112788,456,6360,6150,666,51300,569025,576612,2319,3195,2739,8013,8889,74.05403432629447,14.493430076279392,876,1,151848,27300,5484,0,1863,2955
46,0,1,0,0,50,0,4790,0,0,3744216,1726416,26.153393661244042,472,6370,6158,684,53128,577996,585568,2312,3208,2736,7998,8894,73.98648525237566,14.56151545997796,896,1,158688,27560,5474,0,1840,2950
47,0,1,0,0,50,0,4816,0,0,3608025,1671224,25.67099530598687,425,6368,6134,659,53360,588352,583280,2302,3195,2770,8011,8904,73.9932429347437,15.297058540778355,893,1,151570,31824,5475,0,1877,2939
48,0,1,0,0,49,0,4457,0,0,4821300,2248200,30.0,805,6352,6257,900,51529,567046,567046,2403,3398,2593,7855,8850,73.19152956456095,9.759997214798725,995,1,204300,12825,5357,0,1598,2859
49,0,1,0,0,49,0,4524,0,0,4320540,2016090,28.460498941515414,725,6229,6144,810,53592,574959,577448,2404,3299,2574,7823,8718,73.03423854604085,9.2729914971827,895,1,187920,11135,5334,0,1679,2845
50,0,1,1,0,54,0,2742,0,0,19910583,8944761,57.41950887982237,3237,9396,9336,3297,50292,537174,689102,2653,6010,2773,8752,12109,77.71100308193171,7.896951773353783,3357,1,837438,2880,6039,0,584,3326
51,0,1,1,0,54,0,3101,0,0,19390842,8540202,55.839054433254866,3033,9422,9337,3118,30545,561495,408111,2654,5857,2824,8958,12161,78.86063656856949,9.759997214798725,3203,1,464582,16320,6219,0,379,3480
52,0,1,1,0,53,0,2800,0,0,19858241,8818616,57.19265687131522,3241,9372,9342,3271,51948,630864,598512,2666,5967,2726,8767,12068,77.91662210337407,5.477225575051661,3301,1,726162,4470,6071,0,575,3375
53,0,1,0,0,50,0,4434,0,0,4744575,2236410,29.8496231131986,699,6408,6216,891,50955,539650,594870,2318,3401,2702,7835,8918,72.97259759663213,13.89020567938961,1083,1,211167,20352,5325,0,1619,2815
54,0,1,0,0,50,0,4404,0,0,4848192,2281824,30.199337741083,737,6403,6228,912,52210,567954,575460,2327,3414,2677,7818,8905,72.91090453423274,13.241804011448092,1087,1,209760,22575,5316,0,1590,2814
55,0,1,0,0,54,0,2916,0,0,19720512,8753952,56.7097875150313,3186,9378,9348,3216,31376,577064,402856,2692,5938,2752,8854,12100,78.30708780180757,5.959073905325341,3246,0,475968,6000,6132,0,494,3410
56,0,1,0,0,50,0,4349,0,0,4909470,2325000,30.495901363953813,740,6399,6209,930,51027,547500,582500,2310,3430,2690,7779,8899,72.65672714897086,13.791774304255147,1120,1,216690,22040,5279,0,1570,2779
57,0,1,0,0,49,0,4392,0,0,4577940,2162820,29.49576240750525,690,6312,6132,870,51750,571780,559350,2306,3356,2666,7748,8798,72.53964433328854,13.418063905006207,1050,1,195750,25020,5262,0,1616,2776
58,0,1,0,0,49,0,4414,0,0,4413360,2090760,28.982753492378876,665,6269,6094,840,50112,577448,537624,2314,3329,2664,7743,8758,72.48448109768049,13.246969194075609,1015,1,181440,26775,5254,0,1649,2765
59,0,1,0,0,49,0,4437,0,0,4250070,2016090,28.460498941515414,648,6219,6057,810,50167,565003,550069,2327,3299,2651,7736,8708,72.43617880589781,12.748363342157862,972,1,179010,22842,5247,0,1679,2758
60,0,1,0,0,49,0,4408,0,0,4226580,2016900,28.460498941515414,676,6162,6028,810,52210,572700,565230,2356,3300,2624,7708,8652,72.2357252334328,11.622136368289254,944,1,183870,18358,5218,0,1680,2728
61,0,1,1,0,59,0,2336,0,0,20510105,17254440,76.4525996941896,5803,9396,9354,5845,54014,667152,705528,2910,8797,2994,6461,12348,59.23681287847955,6.5252844928085345,5887,1,1396955,4872,3509,0,2893,557
62,0,1,0,0,54,0,4592,1,0,13382145,5472215,44.97777228809804,1889,8772,8638,2023,52896,616740,627560,2571,4728,2839,9320,11477,81.33265027035576,11.65306661673843,2157,1,469336,17286,6615,0,682,3910
63,0,1,0,0,50,0,4291,0,0,4855530,2331510,30.495901363953813,777,6304,6151,930,49504,561568,554047,2354,3437,2660,7728,8811,72.2564875980005,12.382505769060717,1083,1,205530,21114,5221,0,1577,2714
64,0,1,0,0,50,0,4335,0,0,4528350,2175000,29.49576240750525,720,6225,6075,870,47250,525000,562500,2350,3370,2650,7705,8725,72.14568594171102,12.345470001201512,1020,1,195750,17400,5205,0,1630,2705
65,0,1,0,0,49,0,4357,0,0,4365480,2094120,28.982753492378876,713,6164,6037,840,50609,550953,570897,2366,3333,2620,7690,8657,72.09022125087424,11.338657706151796,967,1,192360,15748,5197,0,1653,2704
66,0,1,0,0,50,0,4284,0,0,4665600,2258100,30.0,766,6218,6084,900,51076,567034,567034,2375,3409,2643,7693,8727,72.0,11.59192030070629,1034,1,203400,17956,5184,0,1609,2675
67,0,1,1,0,58,0,1261,0,0,21603260,15531999,72.94518489934754,5231,9471,9381,5321,44298,624666,604233,2829,8240,3009,6979,12390,63.71812928829596,9.497356383238309,5411,1,1101447,12780,4060,0,2402,1141
68,0,1,0,0,54,0,4399,1,0,15290882,6266380,47.82258880487337,2069,9191,8973,2287,50848,621980,613760,2522,5027,2958,9426,11931,81.76796438703852,14.899966739097728,2505,1,512288,30084,6686,0,453,3946
69,0,1,1,0,52,0,4774,0,0,6405672,2882880,33.04542328371661,912,7138,6958,1092,51975,594000,609840,2460,3732,2820,8506,9778,76.58981655546643,13.41682193249194,1272,1,252252,22860,5866,0,1548,3226
70,0,1,1,0,56,0,522,0,0,21974904,12605862,66.58828725834597,4192,9632,9390,4434,56120,693692,653890,2601,7277,3085,7799,12475,70.39886362719217,15.739623448814104,4676,1,1019820,34848,4956,0,1591,2113
71,0,1,1,0,60,0,3335,0,0,19342356,19163968,79.81854421122951,6094,9684,9407,6371,46384,625664,670784,2731,9379,3285,6044,12692,55.09990925582364,16.648737088464458,6648,1,1420733,32132,3036,0,3363,28
72,0,1,1,0,57,0,726,0,0,21986440,14655938,71.17583859709698,4958,9514,9406,5066,54635,645139,708785,2785,7959,3001,7233,12407,65.87867636800242,10.587221077960752,5174,1,1241170,11016,4340,0,2173,1447
73,0,1,0,0,57,0,310,0,0,22094184,13845300,69.6993543729065,4858,9406,9406,4858,46830,635550,598500,2850,7708,2850,7398,12256,67.43886120034946,0.0,4858,0,1020180,0,4548,0,2008,1698
74,0,1,1,0,52,0,4685,0,0,5419200,2522880,30.983866769659336,720,6845,6605,960,47306,572904,570276,2388,3588,2868,8273,9473,75.13321502504735,15.51614992893484,1200,1,208320,32640,5645,0,1668,3017
75,0,1,1,0,57,0,282,0,0,22145383,13079888,67.57958271549181,4366,9617,9416,4567,54808,632944,710272,2663,7431,3065,7713,12481,69.63476143421474,14.635203064087827,4768,1,1132616,18693,4849,0,1703,1985
76,0,1,1,0,56,0,1526,0,0,21611352,11160996,62.83311228962003,3814,9556,9422,3948,54755,658691,664345,2693,6775,2961,8301,12383,73.98648525237566,12.203805586132633,4082,1,927780,14472,5474,0,1121,2647
77,0,1,0,0,50,0,3985,0,0,5359914,2685798,32.58834147360065,1032,6139,6109,1062,48438,591786,523503,2499,3591,2559,7576,8668,71.04224095564554,5.753771868478424,1092,0,219834,4980,5047,0,1467,2518
78,0,1,0,0,56,0,3234,1,0,19701487,8724456,55.74047003748713,2725,9830,9448,3107,53590,645840,654264,2426,5915,3190,9149,12638,79.63039620647382,19.840252475890612,3489,1,723931,49660,6341,0,299,3533
79,0,1,1,0,56,0,220,0,0,22294629,13100920,67.91906948714772,4479,9580,9446,4613,55671,656040,684440,2706,7453,2974,7673,12420,69.5197813575388,11.850228582282101,4747,1,1111733,13668,4833,0,1773,1993
80,0,1,1,0,55,0,3517,0,0,19361060,8329100,54.589376255824725,2449,10008,9477,2980,51959,623285,651235,2264,5775,3326,9292,12803,80.60397012554654,23.229468164179053,3511,0,694340,64251,6497,0,185,3702
81,0,1,0,0,54,0,4157,1,0,16096680,6700240,49.39635614091387,2373,9104,9037,2440,56635,645310,661786,2679,5186,2813,9343,11850,81.2219182240853,8.397588990243326,2507,1,588040,7973,6597,0,306,3851
82,0,1,1,0,56,0,2099,0,0,21427812,10525359,60.802960454241045,3547,9643,9493,3697,31042,532389,472602,2697,6544,2997,8643,12490,76.13146524269712,13.07479579843849,3847,1,613702,22800,5796,0,850,2949
83,0,1,0,0,56,0,2392,1,0,21113088,10087680,59.59865770300536,3336,9712,9496,3552,43260,596400,585040,2624,6392,3056,8784,12552,77.09734106958553,15.272133963327194,3768,1,731712,30240,5944,0,712,3104
84,0,1,0,0,50,0,3787,0,0,5568308,2871884,33.645207682521445,922,6261,6051,1132,49728,568288,563214,2327,3669,2747,7456,8798,70.13558298039591,14.515060165059701,1342,1,251304,28770,4919,0,1405,2382
85,0,1,1,0,57,0,2095,0,0,21489000,10596300,60.868711174132805,3530,9680,9505,3705,39346,589160,546260,2685,6565,3035,8660,12540,76.15773105863909,14.162333245144376,3880,1,707655,26425,5800,0,845,2940
86,0,1,1,0,56,0,452,0,0,22530428,12754268,67.27555276621665,4496,9534,9504,4526,29747,555146,425518,2788,7344,2848,7796,12352,70.55494312945054,5.8721273231371045,4556,1,683426,5430,4978,0,1708,2160
87,0,1,0,0,56,0,3373,1,0,19913388,8638284,55.53377350765928,2524,10101,9541,3084,48590,633026,602215,2241,5885,3361,9258,12902,80.3554602998452,23.727527462530787,3644,1,663060,82880,6457,0,283,3656
88,0,1,0,0,55,0,3664,1,0,19434852,8211122,54.24020648928247,2524,9966,9548,2942,50609,616811,639139,2373,5733,3209,9397,12757,81.2773031048644,20.512117268373917,3360,1,673718,51832,6606,0,151,3815
89,0,1,1,0,54,0,4012,0,0,15530048,6631920,49.15282290977803,2349,8911,8844,2416,44460,642330,521550,2678,5161,2812,9173,11656,80.17480901130978,8.436161057888377,2483,1,459040,12328,6428,0,329,3683
90,0,1,0,0,50,0,3729,0,0,5205502,2720148,32.89376840679705,810,6165,5893,1082,53590,585762,578220,2242,3596,2786,7325,8679,69.36137253543934,16.49381556828984,1354,1,248860,37264,4811,0,1432,2297
91,0,1,1,0,55,0,1270,0,0,22263896,11503288,64.2339474110069,4096,9552,9522,4126,41818,574328,565964,2758,6914,2818,8184,12340,73.45747068882783,5.572104574801163,4156,1,837578,4110,5396,0,1338,2608
92,0,1,1,0,51,0,3974,0,0,5317767,2708034,32.51153641401772,990,6155,6088,1057,43600,558516,512400,2495,3619,2629,7593,8717,70.92954250522133,8.222029866439447,1124,1,211400,10452,5031,0,1505,2469
93,0,1,1,0,61,0,4101,0,0,18696460,21007028,82.68010643437755,6728,9679,9571,6836,55842,755958,697571,2965,9909,3181,5808,12752,52.29722745997153,10.394308954048586,6944,1,1551772,16092,2735,0,3763,338
94,0,1,1,0,59,0,1950,0,0,21773664,17099676,75.77598564189053,5316,9960,9534,5742,51051,658138,687918,2552,8720,3404,6770,12938,61.57921727336261,20.842199586442007,6168,1,1326402,51546,3792,0,2764,814
95,0,1,0,0,57,0,2260,1,0,21514176,10421840,60.36555309114628,3349,9843,9548,3644,47524,623480,623480,2565,6504,3155,8764,12703,76.83749084919418,17.630996989473235,3939,1,794392,39825,5904,0,784,3044
96,0,1,1,0,61,0,4037,0,0,18893714,20889337,82.52878285786117,6726,9670,9585,6811,55890,745281,705410,2982,9878,3152,5841,12737,52.66877632905477,9.235136611923052,6896,1,1566530,12240,2774,0,3744,293
97,0,1,0,0,56,0,3356,1,0,20157165,8734460,55.812185049503306,2572,10129,9586,3115,51975,647724,630900,2261,5919,3347,9275,12933,80.44252606675154,23.375534063411138,3658,1,700875,76563,6471,0,311,3667
98,0,1,0,0,51,0,3975,0,0,5681556,2859192,33.406586176980134,1116,6207,6207,1116,51493,596946,566202,2562,3678,2562,7653,8769,71.35124385741288,0.0,1116,0,246636,0,5091,0,1446,2529
99,0,1,0,0,51,0,3788,0,0,5593664,2916112,33.704599092705436,946,6250,6060,1136,48399,567307,562173,2377,3703,2757,7491,8817,70.17121917139534,13.808421129276201,1326,1,248784,26220,4924,0,1431,2357
100,0,1,1,0,59,0,2121,0,0,21738082,17514316,76.43297717608546,5491,9914,9563,5842,49506,665556,668554,2647,8840,3349,6719,12912,61.0,18.74471880617533,6193,1,1302766,47034,3721,0,2844,723
101,0,1,1,0,53,0,4016,0,0,9547161,4501068,40.95119045888654,1527,7520,7370,1677,52140,590480,636108,2534,4361,2834,8377,10204,75.45197147855052,12.247993008684867,1827,1,397449,16950,5693,0,1007,3009
102,0,1,1,0,53,0,4021,0,0,9240270,4372584,40.422765862815474,1484,7439,7289,1634,47952,578016,594072,2526,4310,2826,8331,10115,75.1997340420829,12.250849366392371,1784,1,362748,19200,5655,0,1042,2979
103,0,1,1,0,57,0,795,0,0,22752576,12565707,66.24952830020754,4199,9763,9573,4389,53436,626997,698572,2673,7252,3053,8047,12626,72.0,14.241925542717267,4579,1,1070916,19000,5184,0,1526,2321
104,0,1,0,0,51,0,3730,0,0,5793800,3037320,34.351128074635334,1010,6260,6090,1180,54208,622908,576576,2404,3754,2744,7484,8834,70.07139216541941,13.097664939546313,1350,1,264320,26010,4910,0,1394,2336
105,0,1,0,0,50,0,3589,0,0,4990860,2689281,32.72613634390714,909,5893,5731,1071,52920,615195,542376,2349,3582,2673,7171,8404,68.26419266350405,12.835667595140963,1233,1,231336,26892,4660,0,1440,2149
106,0,1,1,0,61,0,3732,0,0,19683013,20484493,81.72514912803769,6649,9656,9626,6679,50370,705410,671673,3037,9746,3097,6014,12723,54.286278192559855,5.483301264452448,6709,0,1462701,4410,2947,0,3612,120
107,0,1,1,0,58,0,1418,0,0,22470168,16005318,74.17546764261078,5368,9720,9586,5502,46487,590527,666161,2775,8411,3043,6993,12629,63.90618123468183,11.66016950172314,5636,1,1259958,13668,4084,0,2593,1175
108,0,1,1,0,57,0,1777,0,0,22313010,11217234,62.5939294181153,3609,9922,9613,3918,41688,618408,552559,2554,6781,3172,8558,12785,75.46522377890362,17.932144703110684,4227,1,756174,49749,5695,0,1055,2832
109,0,1,0,0,51,0,3813,0,0,6430014,3249822,35.58089374931439,1266,6345,6345,1266,51192,608379,554472,2567,3833,2567,7646,8912,71.26710321038733,0.0,1266,0,273456,0,5079,0,1301,2512
110,0,1,1,0,63,0,4816,0,0,7104000,19092000,77.45966692414834,5592,7592,7184,6000,54240,719132,763680,2774,9182,3590,4366,10774,34.40930106817051,20.231964394935602,6408,1,1440000,46920,1184,0,2818,1998
111,0,1,0,0,56,0,1311,0,0,22720852,11711608,64.4670458451448,3914,9865,9623,4156,42903,639686,532602,2576,6974,3060,8285,12683,73.93916418245476,15.60104761947802,4398,0,785484,42834,5467,0,1338,2649
112,0,1,0,0,55,0,3759,1,0,14542732,6527744,48.703182647543684,2030,8845,8503,2372,48231,641216,569664,2410,5124,3094,8883,11597,78.3007024234138,18.51596800202138,2714,1,491004,56430,6131,0,380,3379
113,0,1,0,0,55,0,3766,1,0,14136336,6387822,48.187135212627034,1922,8810,8410,2322,52668,635481,627228,2351,5073,3151,8839,11561,78.02563681252464,20.028065867742487,2722,1,529416,54800,6088,0,429,3337
114,0,1,0,0,51,0,3578,0,0,6132504,3252354,35.58089374931439,1038,6338,6110,1266,53592,593439,596008,2341,3835,2797,7413,8907,69.59885056522126,15.123141956304947,1494,1,293712,30096,4844,0,1303,2275
115,0,1,1,0,63,0,4735,0,0,7164846,18981495,77.07788269017254,5472,7616,7147,5941,54390,709290,782775,2726,9136,3664,4401,10811,34.72751070837067,21.708304037643124,6410,1,1455545,47369,1206,0,2746,1989
116,0,1,1,0,59,0,1876,0,0,22333280,17164392,75.86830695356264,5516,9876,9636,5756,47443,623238,676914,2742,8738,3222,6862,12858,62.289646009589745,15.75217489050406,5996,1,1306612,26880,3880,0,2774,898
117,0,1,1,0,57,0,845,0,0,23020166,12522900,66.2872536767062,4099,9928,9633,4394,51075,646950,641250,2555,7244,3145,8089,12778,72.38093671679029,17.339193588026493,4689,1,988650,40415,5239,0,1544,2389
118,0,1,0,0,51,0,3585,0,0,6288750,3335940,35.91656999213594,1100,6355,6165,1290,52200,599952,581850,2396,3876,2776,7461,8941,69.82120021884471,13.86916870676514,1480,1,290250,27170,4875,0,1296,2289
